Guid,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,AccountNumber,Website,Industry,AnnualRevenue,NumberOfEmployees,Ownership,Description,Jigsaw,AccountSource,SicDesc,IsOnVacation__c,SBQQ__AssetQuantitiesCombined__c,SBQQ__CoTermedContractsCombined__c,SBQQ__ContractCoTermination__c,SBQQ__IgnoreParentContractedPrices__c,SBQQ__PreserveBundle__c,SBQQ__PriceHoldEnd__c,SBQQ__RenewalModel__c,SBQQ__RenewalPricingMethod__c,SBQQ__TaxExempt__c,SBQQ__CoTerminationEvent__c
1d40b8cd-8cde-443d-8465-485b84f99ac2,Test Account 039,Customer - Channel,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(802) 902-7612,#N/A,#N/A,https://www.testcompany39.com,Technology,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
1eae6502-08e8-4887-8cf5-81bb20bd472c,Test Account 012,Partner,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(802) 599-2555,#N/A,#N/A,https://www.testcompany12.com,Retail,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
25a4384b-2068-4b72-8aaf-c9f1cef51e68,Test Account 033,Prospect,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(707) 398-3526,#N/A,#N/A,https://www.testcompany33.com,Manufacturing,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
2a6aff9b-ed73-4093-9127-b7d94513932d,Test Account 018,Partner,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(292) 525-8758,#N/A,#N/A,https://www.testcompany18.com,Finance,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
2b3f0270-49cc-4a87-b620-1a6985ce0231,Test Account 074,Partner,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(277) 505-8308,#N/A,#N/A,https://www.testcompany74.com,Transportation,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
2c38b1f3-f0b4-4336-87d0-dd3beae575ec,Test Account 035,Partner,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(219) 244-4329,#N/A,#N/A,https://www.testcompany35.com,Technology,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
2d2008c9-58cd-4a6c-a2cd-3c3c196b1c3f,Test Account 073,Partner,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(208) 504-5750,#N/A,#N/A,https://www.testcompany73.com,Energy,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
3136eb75-e514-498c-9832-5f8a4cdcc1b3,Test Account 005,Customer - Channel,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(104) 907-4027,#N/A,#N/A,https://www.testcompany5.com,Manufacturing,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
359adb19-6884-4ee8-8ca9-207d9d55f557,record-123456,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A
3607408a-2d98-424c-a26b-255086e055f1,Test Account 065,Customer - Channel,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(630) 293-2012,#N/A,#N/A,https://www.testcompany65.com,Education,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
368a749b-b667-491a-9814-280b1e31b3b5,Test Account 038,Customer - Direct,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(981) 782-8440,#N/A,#N/A,https://www.testcompany38.com,Education,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
39306e8d-3d79-4b51-b06a-5ae91d51cc22,Test Account 079,Prospect,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(875) 155-8603,#N/A,#N/A,https://www.testcompany79.com,Retail,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
3dc803c5-6dc9-4326-9d50-1aa808884339,Test Account 071,Customer - Channel,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(124) 403-6966,#N/A,#N/A,https://www.testcompany71.com,Energy,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
3e492c25-d6e0-4065-9f17-6d68f45e279a,Test Account 085,Customer - Channel,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(479) 487-5225,#N/A,#N/A,https://www.testcompany85.com,Transportation,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
3eb1d169-465a-4d64-bb0c-da4b24aa915a,Test Account 021,Partner,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(213) 267-1326,#N/A,#N/A,https://www.testcompany21.com,Construction,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
3ed74904-100c-48b8-b716-013bd1066e45,Test Account 043,Partner,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(416) 268-2118,#N/A,#N/A,https://www.testcompany43.com,Manufacturing,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
3ed7cf66-045c-42e8-af36-fb253f1482c7,Test Account 034,Customer - Channel,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(242) 513-3187,#N/A,#N/A,https://www.testcompany34.com,Retail,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
3f813878-e8fd-4cc5-b15a-cfa5408ef4de,Test Account 019,Partner,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(977) 344-2822,#N/A,#N/A,https://www.testcompany19.com,Real Estate,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
435c2108-dbf6-444b-ae85-5d6198a68e05,Test Account 100,Customer - Channel,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(905) 391-3922,#N/A,#N/A,https://www.testcompany100.com,Construction,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
43ff38f5-e7c7-42ff-900a-3b7723096059,Test Account 098,Partner,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(914) 717-2218,#N/A,#N/A,https://www.testcompany98.com,Technology,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
4606e848-9ab2-47ee-81a6-b51e9be17c8d,quick-preview-2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,123-456-789,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A
46489278-34e4-4f8d-b4f4-5f056fd094ba,Test Account 078,Partner,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(430) 422-5152,#N/A,#N/A,https://www.testcompany78.com,Healthcare,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
496dc743-4caa-4460-a15b-22435db51096,Test Account 047,Prospect,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(559) 863-2252,#N/A,#N/A,https://www.testcompany47.com,Retail,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
4a1e8f80-24c8-411a-a358-6db455bf6b80,Test Account 066,Partner,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(241) 386-1252,#N/A,#N/A,https://www.testcompany66.com,Real Estate,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
4a7ae154-343b-4bd7-ab17-fe48304c5366,Test Account 036,Partner,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(319) 427-8004,#N/A,#N/A,https://www.testcompany36.com,Finance,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
4c9e14d1-9778-408b-a077-ec79d780acff,Test Account 051,Prospect,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(889) 158-7188,#N/A,#N/A,https://www.testcompany51.com,Construction,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
4cc9892e-423f-4674-9737-eebd10bba603,Test Account 010,Partner,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(855) 282-6634,#N/A,#N/A,https://www.testcompany10.com,Healthcare,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
4cddce17-44f6-4207-bc4f-f647adf383a6,Test Account 087,Partner,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(644) 182-5408,#N/A,#N/A,https://www.testcompany87.com,Manufacturing,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
4f2e8559-584a-45b6-b693-2fcb22630938,Test Account 020,Customer - Channel,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(939) 149-9206,#N/A,#N/A,https://www.testcompany20.com,Transportation,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
53472e3c-6b98-4688-9d80-d9034d2fdd92,account-quick-preview,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,937-99-92,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,Never,false,true,#N/A,#N/A,Same,No,#N/A
55a7f73d-e2fb-4cd6-a06b-52d91076b43d,Test Account 026,Customer - Channel,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(659) 167-8143,#N/A,#N/A,https://www.testcompany26.com,Construction,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
566e049e-b9dd-48b1-94ec-db27fe306ee9,Test Account 002,Customer - Direct,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(944) 292-7110,#N/A,#N/A,https://www.testcompany2.com,Real Estate,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
58027dee-d760-40e7-8cf9-06a2787ebd31,Test Account 044,Customer - Channel,#N/A,viewport-fit=cover&amp;quot;/&gt;&lt;link rel=&amp;quot;apple-touch-icon&amp;quot; href=&amp;quot;/img/one/apple-touch-icon-ipad.png&amp;quot;/&gt;&lt;meta name=&amp;quot;apple-mobile-web-app-capable&amp;quot; content=&amp;quot;yes&amp;quot;/&gt;&lt;meta,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,viewport-fit=cover&amp;quot;/&gt;&lt;link rel=&amp;quot;apple-touch-icon&amp;quot; href=&amp;quot;/img/one/apple-touch-icon-ipad.png&amp;quot;/&gt;&lt;meta name=&amp;quot;apple-mobile-web-app-capable&amp;quot; content=&amp;quot;yes&amp;quot;/&gt;&lt;meta,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(918) 155-4205-12345,#N/A,#N/A,#N/A,Manufacturing,#N/A,#N/A,#N/A,viewport-fit=cover&amp;quot;/&gt;&lt;link rel=&amp;quot;apple-touch-icon&amp;quot; href=&amp;quot;/img/one/apple-touch-icon-ipad.png&amp;quot;/&gt;&lt;meta name=&amp;quot;apple-mobile-web-app-capable&amp;quot; content=&amp;quot;yes&amp;quot;/&gt;&lt;meta name=&amp;quot;apple-mobile-web-app-status-bar-style&amp;quot; content=&amp;quot;black-translucent&amp;quot;/&gt;&lt;meta name=&amp;quot;format-detection&amp;quot; content=&amp;quot;telephone=no&amp;quot;/&gt;&lt;meta name=&amp;quot;msapplication-tap-highlight&amp;quot; content=&amp;quot;no&amp;quot;/&gt;&lt;meta data-requestid=&amp;quot;dd10c7ae8fcea124d96c1f7c260bff45&amp;quot; name=&amp;quot;meta-app-referer&amp;quot; data-referer=&amp;quot;None&amp;quot;/&gt;&lt;meta http-equiv=&amp;quot;origin-trial&amp;quot; content=&amp;quot;AkBgNlDiY3u6JLOlyCHNo+uI//ZsQNGdALGkaqj2TaJPsaytJKhRW2ej+qKdkIs3auzeCWPCYX2AE/jVxzJS0AwAAABaeyJvcmlnaW4iOiJodHRwczovL2ZvcmNlLmNvbTo0NDMiLCJmZWF0dXJlIjoiVHBjZCIsImV4cGlyeSI6MTczNTM0Mzk5OSwiaXNTdWJkb21haW4iOnRydWV9&amp;quot;/&gt;&lt;link rel=&amp;quot;manifest&amp;quot; href=&amp;quot;/one/manifest.json?96721268928c53bb38f97d28a869f106b130753b5fc8a562e866d7565b37fc39&amp;quot;/&gt; .auraMsgMask{position:absolute;top:0;bottom:0;left:0;right:0;background:-webkit-radial-gradient(circle,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
5b180d52-290d-4cec-801f-b8989722f502,Test Account 058,Customer - Channel,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(608) 548-6087,#N/A,#N/A,https://www.testcompany58.com,Real Estate,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
60fcce08-705c-4b98-84e2-f91d9470fe76,Test Account 011,Prospect,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(361) 573-4097,#N/A,#N/A,https://www.testcompany11.com,Finance,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
62bff408-42f0-41fb-be87-47824cb1e7d0,Test Account 086,Prospect,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(799) 696-5768,#N/A,#N/A,https://www.testcompany86.com,Finance,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A
